,rowNumber,predictedValues
8796,8796, >50K
8797,8797, >50K
8798,8798, >50K
8799,8799, >50K
8800,8800, >50K
8801,8801, <=50K
8802,8802, <=50K
8803,8803, >50K
8804,8804, >50K
8805,8805, >50K
8806,8806, >50K
8807,8807, >50K
8808,8808, >50K
8809,8809, >50K
8810,8810, >50K
8811,8811, >50K
8812,8812, >50K
8813,8813, >50K
8814,8814, >50K
8815,8815, >50K
8816,8816, >50K
8817,8817, >50K
8818,8818, >50K
8819,8819, >50K
8820,8820, <=50K
8821,8821, >50K
8822,8822, >50K
8823,8823, >50K
8824,8824, >50K
8825,8825, >50K
8826,8826, >50K
8827,8827, >50K
8828,8828, >50K
8829,8829, >50K
8830,8830, >50K
8831,8831, <=50K
8832,8832, <=50K
8833,8833, >50K
8834,8834, >50K
8835,8835, >50K
8836,8836, <=50K
8837,8837, >50K
8838,8838, <=50K
8839,8839, >50K
8840,8840, >50K
8841,8841, >50K
8842,8842, >50K
8843,8843, >50K
8844,8844, >50K
8845,8845, >50K
8846,8846, >50K
8847,8847, >50K
8848,8848, >50K
8849,8849, >50K
8850,8850, >50K
8851,8851, >50K
8852,8852, >50K
8853,8853, >50K
8854,8854, >50K
8855,8855, >50K
8856,8856, >50K
8857,8857, >50K
8858,8858, >50K
8859,8859, >50K
8860,8860, >50K
8861,8861, >50K
8862,8862, >50K
8863,8863, <=50K
8864,8864, >50K
8865,8865, >50K
8866,8866, >50K
8867,8867, >50K
8868,8868, >50K
8869,8869, >50K
8870,8870, >50K
8871,8871, >50K
8872,8872, >50K
8873,8873, >50K
8874,8874, >50K
8875,8875, >50K
8876,8876, >50K
8877,8877, >50K
8878,8878, >50K
8879,8879, >50K
8880,8880, <=50K
8881,8881, >50K
8882,8882, >50K
8883,8883, >50K
8884,8884, >50K
8885,8885, >50K
8886,8886, >50K
8887,8887, >50K
8888,8888, >50K
8889,8889, >50K
8890,8890, >50K
8891,8891, >50K
8892,8892, >50K
8893,8893, >50K
8894,8894, >50K
8895,8895, >50K
8896,8896, >50K
8897,8897, <=50K
8898,8898, >50K
8899,8899, >50K
8900,8900, >50K
8901,8901, >50K
8902,8902, >50K
8903,8903, <=50K
8904,8904, <=50K
8905,8905, >50K
8906,8906, >50K
8907,8907, >50K
8908,8908, >50K
8909,8909, <=50K
8910,8910, >50K
8911,8911, >50K
8912,8912, >50K
8913,8913, >50K
8914,8914, >50K
8915,8915, >50K
8916,8916, <=50K
8917,8917, >50K
8918,8918, >50K
8919,8919, >50K
8920,8920, <=50K
8921,8921, >50K
8922,8922, >50K
8923,8923, >50K
8924,8924, >50K
8925,8925, >50K
8926,8926, >50K
8927,8927, >50K
8928,8928, <=50K
8929,8929, <=50K
8930,8930, >50K
8931,8931, >50K
8932,8932, >50K
8933,8933, >50K
8934,8934, >50K
8935,8935, >50K
8936,8936, >50K
8937,8937, >50K
8938,8938, >50K
8939,8939, >50K
8940,8940, >50K
8941,8941, >50K
8942,8942, >50K
8943,8943, >50K
8944,8944, >50K
8945,8945, >50K
8946,8946, >50K
8947,8947, >50K
8948,8948, >50K
8949,8949, >50K
8950,8950, >50K
8951,8951, >50K
8952,8952, <=50K
8953,8953, >50K
8954,8954, >50K
8955,8955, >50K
8956,8956, >50K
8957,8957, >50K
8958,8958, >50K
8959,8959, >50K
8960,8960, >50K
8961,8961, >50K
8962,8962, >50K
8963,8963, >50K
8964,8964, >50K
8965,8965, >50K
8966,8966, >50K
8967,8967, >50K
8968,8968, <=50K
8969,8969, >50K
8970,8970, >50K
8971,8971, <=50K
8972,8972, <=50K
8973,8973, <=50K
8974,8974, >50K
8975,8975, <=50K
8976,8976, >50K
8977,8977, >50K
8978,8978, >50K
8979,8979, >50K
8980,8980, >50K
8981,8981, >50K
8982,8982, >50K
8983,8983, >50K
8984,8984, >50K
8985,8985, >50K
8986,8986, <=50K
8987,8987, >50K
8988,8988, <=50K
8989,8989, >50K
8990,8990, >50K
8991,8991, >50K
8992,8992, >50K
8993,8993, >50K
8994,8994, >50K
8995,8995, >50K
8996,8996, >50K
8997,8997, >50K
8998,8998, >50K
8999,8999, <=50K
9000,9000, >50K
9001,9001, >50K
9002,9002, >50K
9003,9003, >50K
9004,9004, >50K
9005,9005, >50K
9006,9006, >50K
9007,9007, >50K
9008,9008, >50K
9009,9009, >50K
9010,9010, >50K
9011,9011, >50K
9012,9012, <=50K
9013,9013, >50K
9014,9014, >50K
9015,9015, <=50K
9016,9016, >50K
9017,9017, >50K
9018,9018, <=50K
9019,9019, >50K
9020,9020, >50K
9021,9021, >50K
9022,9022, >50K
9023,9023, <=50K
9024,9024, >50K
9025,9025, >50K
9026,9026, >50K
9027,9027, >50K
9028,9028, >50K
9029,9029, <=50K
9030,9030, <=50K
9031,9031, >50K
9032,9032, >50K
9033,9033, >50K
9034,9034, <=50K
9035,9035, >50K
9036,9036, >50K
9037,9037, >50K
9038,9038, <=50K
9039,9039, <=50K
9040,9040, >50K
9041,9041, <=50K
9042,9042, >50K
9043,9043, >50K
9044,9044, >50K
9045,9045, >50K
9046,9046, >50K
9047,9047, >50K
9048,9048, >50K
9049,9049, >50K
9050,9050, >50K
9051,9051, >50K
9052,9052, >50K
9053,9053, <=50K
9054,9054, >50K
9055,9055, >50K
9056,9056, >50K
9057,9057, >50K
9058,9058, >50K
9059,9059, >50K
9060,9060, <=50K
9061,9061, >50K
9062,9062, >50K
9063,9063, >50K
9064,9064, >50K
9065,9065, >50K
9066,9066, >50K
9067,9067, >50K
9068,9068, >50K
9069,9069, >50K
9070,9070, <=50K
9071,9071, >50K
9072,9072, <=50K
9073,9073, >50K
9074,9074, >50K
9075,9075, <=50K
9076,9076, >50K
9077,9077, >50K
9078,9078, >50K
9079,9079, <=50K
9080,9080, >50K
9081,9081, >50K
9082,9082, <=50K
9083,9083, >50K
9084,9084, >50K
9085,9085, <=50K
9086,9086, >50K
9087,9087, >50K
9088,9088, >50K
9089,9089, <=50K
9090,9090, >50K
9091,9091, >50K
9092,9092, >50K
9093,9093, >50K
9094,9094, >50K
9095,9095, >50K
9096,9096, >50K
9097,9097, >50K
9098,9098, >50K
9099,9099, >50K
9100,9100, >50K
9101,9101, <=50K
9102,9102, >50K
9103,9103, >50K
9104,9104, >50K
9105,9105, >50K
9106,9106, >50K
9107,9107, >50K
9108,9108, <=50K
9109,9109, >50K
9110,9110, >50K
9111,9111, >50K
9112,9112, >50K
9113,9113, >50K
9114,9114, >50K
9115,9115, <=50K
9116,9116, >50K
9117,9117, >50K
9118,9118, >50K
9119,9119, >50K
9120,9120, <=50K
9121,9121, >50K
9122,9122, >50K
9123,9123, <=50K
9124,9124, >50K
9125,9125, >50K
9126,9126, >50K
9127,9127, <=50K
9128,9128, >50K
9129,9129, >50K
9130,9130, >50K
9131,9131, >50K
9132,9132, >50K
9133,9133, <=50K
9134,9134, >50K
9135,9135, >50K
9136,9136, <=50K
9137,9137, >50K
9138,9138, >50K
9139,9139, <=50K
9140,9140, >50K
9141,9141, >50K
9142,9142, >50K
9143,9143, >50K
9144,9144, >50K
9145,9145, >50K
9146,9146, >50K
9147,9147, >50K
9148,9148, >50K
9149,9149, >50K
9150,9150, >50K
9151,9151, >50K
9152,9152, >50K
9153,9153, >50K
9154,9154, >50K
9155,9155, >50K
9156,9156, <=50K
9157,9157, >50K
9158,9158, >50K
9159,9159, >50K
9160,9160, >50K
9161,9161, >50K
9162,9162, <=50K
9163,9163, <=50K
9164,9164, >50K
9165,9165, >50K
9166,9166, >50K
9167,9167, <=50K
9168,9168, >50K
9169,9169, >50K
9170,9170, >50K
9171,9171, <=50K
9172,9172, >50K
9173,9173, >50K
9174,9174, >50K
9175,9175, >50K
9176,9176, >50K
9177,9177, >50K
9178,9178, >50K
9179,9179, <=50K
9180,9180, >50K
9181,9181, >50K
9182,9182, >50K
9183,9183, >50K
9184,9184, >50K
9185,9185, >50K
9186,9186, >50K
9187,9187, >50K
9188,9188, >50K
9189,9189, >50K
9190,9190, <=50K
9191,9191, >50K
9192,9192, >50K
9193,9193, >50K
9194,9194, >50K
9195,9195, >50K
9196,9196, >50K
9197,9197, >50K
9198,9198, >50K
9199,9199, >50K
9200,9200, >50K
9201,9201, >50K
9202,9202, <=50K
9203,9203, >50K
9204,9204, >50K
9205,9205, >50K
9206,9206, >50K
9207,9207, >50K
9208,9208, >50K
9209,9209, >50K
9210,9210, >50K
9211,9211, >50K
9212,9212, >50K
9213,9213, <=50K
9214,9214, >50K
9215,9215, >50K
9216,9216, >50K
9217,9217, >50K
9218,9218, >50K
9219,9219, >50K
9220,9220, >50K
9221,9221, >50K
9222,9222, >50K
9223,9223, >50K
9224,9224, >50K
9225,9225, >50K
9226,9226, >50K
9227,9227, <=50K
9228,9228, >50K
9229,9229, >50K
9230,9230, >50K
9231,9231, >50K
9232,9232, >50K
9233,9233, >50K
9234,9234, >50K
9235,9235, >50K
9236,9236, >50K
9237,9237, >50K
9238,9238, >50K
9239,9239, >50K
9240,9240, >50K
9241,9241, >50K
9242,9242, >50K
9243,9243, <=50K
9244,9244, >50K
9245,9245, >50K
9246,9246, <=50K
9247,9247, >50K
9248,9248, >50K
9249,9249, >50K
9250,9250, >50K
9251,9251, <=50K
9252,9252, >50K
9253,9253, >50K
9254,9254, >50K
9255,9255, >50K
9256,9256, >50K
9257,9257, >50K
9258,9258, >50K
9259,9259, >50K
9260,9260, >50K
9261,9261, >50K
9262,9262, <=50K
9263,9263, >50K
9264,9264, >50K
9265,9265, <=50K
9266,9266, >50K
9267,9267, >50K
9268,9268, >50K
9269,9269, >50K
9270,9270, >50K
9271,9271, >50K
9272,9272, >50K
9273,9273, >50K
9274,9274, >50K
9275,9275, >50K
9276,9276, <=50K
9277,9277, >50K
9278,9278, >50K
9279,9279, >50K
9280,9280, >50K
9281,9281, >50K
9282,9282, >50K
9283,9283, <=50K
9284,9284, >50K
9285,9285, >50K
9286,9286, >50K
9287,9287, >50K
9288,9288, >50K
9289,9289, >50K
9290,9290, >50K
9291,9291, >50K
9292,9292, >50K
9293,9293, >50K
9294,9294, >50K
9295,9295, >50K
9296,9296, >50K
9297,9297, >50K
9298,9298, >50K
9299,9299, >50K
9300,9300, >50K
9301,9301, >50K
9302,9302, >50K
9303,9303, >50K
9304,9304, <=50K
9305,9305, <=50K
9306,9306, >50K
9307,9307, >50K
9308,9308, >50K
9309,9309, >50K
9310,9310, >50K
9311,9311, >50K
9312,9312, >50K
9313,9313, >50K
9314,9314, >50K
9315,9315, >50K
9316,9316, >50K
9317,9317, <=50K
9318,9318, >50K
9319,9319, >50K
9320,9320, >50K
9321,9321, >50K
9322,9322, >50K
9323,9323, >50K
9324,9324, >50K
9325,9325, <=50K
9326,9326, >50K
9327,9327, >50K
9328,9328, <=50K
9329,9329, >50K
9330,9330, >50K
9331,9331, >50K
9332,9332, >50K
9333,9333, >50K
9334,9334, >50K
9335,9335, >50K
9336,9336, >50K
9337,9337, >50K
9338,9338, >50K
9339,9339, >50K
9340,9340, >50K
9341,9341, >50K
9342,9342, >50K
9343,9343, >50K
9344,9344, >50K
9345,9345, >50K
9346,9346, >50K
9347,9347, >50K
9348,9348, >50K
9349,9349, >50K
9350,9350, <=50K
9351,9351, >50K
9352,9352, >50K
9353,9353, >50K
9354,9354, >50K
9355,9355, <=50K
9356,9356, >50K
9357,9357, >50K
9358,9358, <=50K
9359,9359, >50K
9360,9360, >50K
9361,9361, >50K
9362,9362, <=50K
9363,9363, >50K
9364,9364, >50K
9365,9365, >50K
9366,9366, >50K
9367,9367, >50K
9368,9368, >50K
9369,9369, >50K
9370,9370, >50K
9371,9371, >50K
9372,9372, >50K
9373,9373, >50K
9374,9374, >50K
9375,9375, >50K
9376,9376, >50K
9377,9377, >50K
9378,9378, >50K
9379,9379, <=50K
9380,9380, >50K
9381,9381, >50K
9382,9382, >50K
9383,9383, >50K
9384,9384, >50K
9385,9385, >50K
9386,9386, >50K
9387,9387, >50K
9388,9388, >50K
9389,9389, >50K
9390,9390, >50K
9391,9391, >50K
9392,9392, >50K
9393,9393, >50K
9394,9394, >50K
9395,9395, >50K
9396,9396, >50K
9397,9397, >50K
9398,9398, >50K
9399,9399, >50K
9400,9400, >50K
9401,9401, >50K
9402,9402, >50K
9403,9403, >50K
9404,9404, >50K
9405,9405, >50K
9406,9406, >50K
9407,9407, >50K
9408,9408, >50K
9409,9409, <=50K
9410,9410, >50K
9411,9411, >50K
9412,9412, >50K
9413,9413, >50K
9414,9414, >50K
9415,9415, >50K
9416,9416, >50K
9417,9417, >50K
9418,9418, >50K
9419,9419, >50K
9420,9420, >50K
9421,9421, >50K
9422,9422, >50K
9423,9423, <=50K
9424,9424, >50K
9425,9425, >50K
9426,9426, >50K
9427,9427, >50K
9428,9428, >50K
9429,9429, >50K
9430,9430, >50K
9431,9431, >50K
9432,9432, >50K
9433,9433, >50K
9434,9434, >50K
9435,9435, >50K
9436,9436, <=50K
9437,9437, >50K
9438,9438, >50K
9439,9439, <=50K
9440,9440, >50K
9441,9441, >50K
9442,9442, >50K
9443,9443, <=50K
9444,9444, >50K
9445,9445, >50K
9446,9446, >50K
9447,9447, <=50K
9448,9448, >50K
9449,9449, >50K
9450,9450, >50K
9451,9451, >50K
9452,9452, >50K
9453,9453, <=50K
9454,9454, >50K
9455,9455, >50K
9456,9456, >50K
9457,9457, >50K
9458,9458, >50K
9459,9459, >50K
9460,9460, >50K
9461,9461, >50K
9462,9462, >50K
9463,9463, >50K
9464,9464, <=50K
9465,9465, >50K
9466,9466, >50K
9467,9467, >50K
9468,9468, >50K
9469,9469, >50K
9470,9470, >50K
9471,9471, >50K
9472,9472, >50K
9473,9473, >50K
9474,9474, >50K
9475,9475, <=50K
9476,9476, >50K
9477,9477, >50K
9478,9478, >50K
9479,9479, >50K
9480,9480, >50K
9481,9481, >50K
9482,9482, >50K
9483,9483, >50K
9484,9484, <=50K
9485,9485, >50K
9486,9486, >50K
9487,9487, >50K
9488,9488, >50K
9489,9489, >50K
9490,9490, <=50K
9491,9491, >50K
9492,9492, >50K
9493,9493, <=50K
9494,9494, <=50K
9495,9495, >50K
9496,9496, >50K
9497,9497, >50K
9498,9498, >50K
9499,9499, >50K
9500,9500, >50K
9501,9501, <=50K
9502,9502, >50K
9503,9503, >50K
9504,9504, >50K
9505,9505, >50K
9506,9506, >50K
9507,9507, >50K
9508,9508, >50K
9509,9509, >50K
9510,9510, >50K
9511,9511, >50K
9512,9512, >50K
9513,9513, >50K
9514,9514, >50K
9515,9515, <=50K
9516,9516, >50K
9517,9517, >50K
9518,9518, >50K
9519,9519, >50K
9520,9520, >50K
9521,9521, <=50K
9522,9522, >50K
9523,9523, >50K
9524,9524, >50K
9525,9525, <=50K
9526,9526, >50K
9527,9527, >50K
9528,9528, <=50K
9529,9529, >50K
9530,9530, >50K
9531,9531, <=50K
9532,9532, >50K
9533,9533, >50K
9534,9534, >50K
9535,9535, >50K
9536,9536, <=50K
9537,9537, >50K
9538,9538, >50K
9539,9539, >50K
9540,9540, >50K
9541,9541, >50K
9542,9542, >50K
9543,9543, >50K
9544,9544, >50K
9545,9545, >50K
9546,9546, >50K
9547,9547, >50K
9548,9548, >50K
9549,9549, >50K
9550,9550, >50K
9551,9551, >50K
9552,9552, >50K
9553,9553, >50K
9554,9554, >50K
9555,9555, >50K
9556,9556, <=50K
9557,9557, >50K
9558,9558, >50K
9559,9559, >50K
9560,9560, >50K
9561,9561, >50K
9562,9562, <=50K
9563,9563, >50K
9564,9564, >50K
9565,9565, >50K
9566,9566, <=50K
9567,9567, >50K
9568,9568, >50K
9569,9569, >50K
9570,9570, >50K
9571,9571, >50K
9572,9572, <=50K
9573,9573, >50K
9574,9574, >50K
9575,9575, >50K
9576,9576, >50K
9577,9577, >50K
9578,9578, >50K
9579,9579, >50K
9580,9580, >50K
9581,9581, >50K
9582,9582, >50K
9583,9583, >50K
9584,9584, <=50K
9585,9585, >50K
9586,9586, >50K
9587,9587, >50K
9588,9588, >50K
9589,9589, >50K
9590,9590, <=50K
9591,9591, <=50K
9592,9592, >50K
9593,9593, >50K
9594,9594, >50K
9595,9595, >50K
9596,9596, >50K
9597,9597, >50K
9598,9598, >50K
9599,9599, >50K
9600,9600, >50K
9601,9601, <=50K
9602,9602, >50K
9603,9603, <=50K
9604,9604, >50K
9605,9605, >50K
9606,9606, >50K
9607,9607, >50K
9608,9608, >50K
9609,9609, <=50K
9610,9610, <=50K
9611,9611, >50K
9612,9612, >50K
9613,9613, <=50K
9614,9614, >50K
9615,9615, >50K
9616,9616, >50K
9617,9617, >50K
9618,9618, >50K
9619,9619, >50K
9620,9620, <=50K
9621,9621, >50K
9622,9622, >50K
9623,9623, >50K
9624,9624, <=50K
9625,9625, >50K
9626,9626, >50K
9627,9627, >50K
9628,9628, >50K
9629,9629, >50K
9630,9630, >50K
9631,9631, >50K
9632,9632, >50K
9633,9633, >50K
9634,9634, <=50K
9635,9635, <=50K
9636,9636, >50K
9637,9637, >50K
9638,9638, <=50K
9639,9639, >50K
9640,9640, >50K
9641,9641, >50K
9642,9642, >50K
9643,9643, >50K
9644,9644, >50K
9645,9645, >50K
9646,9646, <=50K
9647,9647, <=50K
9648,9648, >50K
9649,9649, >50K
9650,9650, >50K
9651,9651, >50K
9652,9652, >50K
9653,9653, >50K
9654,9654, >50K
9655,9655, >50K
9656,9656, >50K
9657,9657, >50K
9658,9658, >50K
9659,9659, >50K
9660,9660, >50K
9661,9661, >50K
9662,9662, >50K
9663,9663, >50K
9664,9664, >50K
9665,9665, >50K
9666,9666, <=50K
9667,9667, >50K
9668,9668, >50K
9669,9669, <=50K
9670,9670, >50K
9671,9671, >50K
9672,9672, >50K
9673,9673, >50K
9674,9674, >50K
9675,9675, >50K
9676,9676, >50K
9677,9677, >50K
9678,9678, >50K
9679,9679, >50K
9680,9680, >50K
9681,9681, >50K
9682,9682, >50K
9683,9683, >50K
9684,9684, >50K
9685,9685, >50K
9686,9686, >50K
9687,9687, >50K
9688,9688, >50K
9689,9689, >50K
9690,9690, <=50K
9691,9691, >50K
9692,9692, >50K
9693,9693, >50K
9694,9694, >50K
9695,9695, >50K
9696,9696, >50K
9697,9697, >50K
9698,9698, >50K
9699,9699, >50K
9700,9700, >50K
9701,9701, >50K
9702,9702, >50K
9703,9703, >50K
9704,9704, >50K
9705,9705, <=50K
9706,9706, <=50K
9707,9707, >50K
9708,9708, >50K
9709,9709, >50K
9710,9710, >50K
9711,9711, >50K
9712,9712, >50K
9713,9713, >50K
9714,9714, >50K
9715,9715, >50K
9716,9716, >50K
9717,9717, >50K
9718,9718, >50K
9719,9719, >50K
9720,9720, >50K
9721,9721, >50K
9722,9722, >50K
9723,9723, >50K
9724,9724, <=50K
9725,9725, >50K
9726,9726, >50K
9727,9727, >50K
9728,9728, >50K
9729,9729, >50K
9730,9730, >50K
9731,9731, >50K
9732,9732, >50K
9733,9733, >50K
9734,9734, <=50K
9735,9735, >50K
9736,9736, >50K
9737,9737, <=50K
9738,9738, >50K
9739,9739, >50K
9740,9740, >50K
9741,9741, >50K
9742,9742, >50K
9743,9743, <=50K
9744,9744, >50K
9745,9745, >50K
9746,9746, >50K
9747,9747, >50K
9748,9748, >50K
9749,9749, >50K
9750,9750, >50K
9751,9751, >50K
9752,9752, >50K
9753,9753, >50K
9754,9754, >50K
9755,9755, >50K
9756,9756, <=50K
9757,9757, >50K
9758,9758, <=50K
9759,9759, >50K
9760,9760, >50K
9761,9761, >50K
9762,9762, <=50K
9763,9763, >50K
9764,9764, >50K
9765,9765, >50K
9766,9766, <=50K
9767,9767, >50K
9768,9768, <=50K
9769,9769, >50K
9770,9770, >50K
9771,9771, >50K
9772,9772, <=50K
9773,9773, <=50K
9774,9774, >50K
9775,9775, >50K
9776,9776, >50K
9777,9777, >50K
9778,9778, >50K
9779,9779, >50K
9780,9780, >50K
9781,9781, >50K
9782,9782, >50K
9783,9783, >50K
9784,9784, >50K
9785,9785, >50K
9786,9786, >50K
9787,9787, >50K
9788,9788, >50K
9789,9789, >50K
9790,9790, >50K
9791,9791, >50K
9792,9792, >50K
9793,9793, >50K
9794,9794, >50K
9795,9795, >50K
9796,9796, >50K
9797,9797, >50K
9798,9798, >50K
9799,9799, <=50K
9800,9800, >50K
9801,9801, >50K
9802,9802, >50K
9803,9803, >50K
9804,9804, >50K
9805,9805, >50K
9806,9806, >50K
9807,9807, >50K
9808,9808, >50K
9809,9809, <=50K
9810,9810, >50K
9811,9811, >50K
9812,9812, >50K
9813,9813, >50K
9814,9814, >50K
9815,9815, >50K
9816,9816, >50K
9817,9817, >50K
9818,9818, >50K
9819,9819, >50K
9820,9820, >50K
9821,9821, >50K
9822,9822, >50K
9823,9823, >50K
9824,9824, >50K
9825,9825, <=50K
9826,9826, >50K
9827,9827, >50K
9828,9828, >50K
9829,9829, >50K
9830,9830, <=50K
9831,9831, >50K
9832,9832, >50K
9833,9833, >50K
9834,9834, >50K
9835,9835, <=50K
9836,9836, >50K
9837,9837, >50K
9838,9838, >50K
9839,9839, >50K
9840,9840, >50K
9841,9841, >50K
9842,9842, >50K
9843,9843, <=50K
9844,9844, >50K
9845,9845, <=50K
9846,9846, >50K
9847,9847, >50K
9848,9848, >50K
9849,9849, >50K
9850,9850, >50K
9851,9851, >50K
9852,9852, <=50K
9853,9853, >50K
9854,9854, >50K
9855,9855, >50K
9856,9856, >50K
9857,9857, >50K
9858,9858, >50K
9859,9859, >50K
9860,9860, >50K
9861,9861, >50K
9862,9862, >50K
9863,9863, <=50K
9864,9864, >50K
9865,9865, >50K
9866,9866, >50K
9867,9867, >50K
9868,9868, >50K
9869,9869, >50K
9870,9870, >50K
9871,9871, >50K
9872,9872, >50K
9873,9873, >50K
9874,9874, <=50K
9875,9875, >50K
9876,9876, >50K
9877,9877, >50K
9878,9878, >50K
9879,9879, <=50K
9880,9880, >50K
9881,9881, >50K
9882,9882, >50K
9883,9883, >50K
9884,9884, >50K
9885,9885, >50K
9886,9886, >50K
9887,9887, <=50K
9888,9888, <=50K
9889,9889, >50K
9890,9890, >50K
9891,9891, >50K
9892,9892, >50K
9893,9893, <=50K
9894,9894, >50K
9895,9895, >50K
9896,9896, <=50K
9897,9897, <=50K
9898,9898, >50K
9899,9899, >50K
9900,9900, <=50K
9901,9901, >50K
9902,9902, >50K
9903,9903, <=50K
9904,9904, >50K
9905,9905, >50K
9906,9906, >50K
9907,9907, >50K
9908,9908, >50K
9909,9909, >50K
9910,9910, >50K
9911,9911, >50K
9912,9912, >50K
9913,9913, >50K
9914,9914, >50K
9915,9915, >50K
9916,9916, >50K
9917,9917, >50K
9918,9918, >50K
9919,9919, >50K
9920,9920, >50K
9921,9921, >50K
9922,9922, <=50K
9923,9923, >50K
9924,9924, >50K
9925,9925, >50K
9926,9926, >50K
9927,9927, >50K
9928,9928, <=50K
9929,9929, >50K
9930,9930, >50K
9931,9931, >50K
9932,9932, >50K
9933,9933, >50K
9934,9934, <=50K
9935,9935, <=50K
9936,9936, >50K
9937,9937, <=50K
9938,9938, >50K
9939,9939, >50K
9940,9940, >50K
9941,9941, >50K
9942,9942, >50K
9943,9943, <=50K
9944,9944, >50K
9945,9945, >50K
9946,9946, <=50K
9947,9947, >50K
9948,9948, >50K
9949,9949, >50K
9950,9950, >50K
9951,9951, >50K
9952,9952, >50K
9953,9953, >50K
9954,9954, <=50K
9955,9955, <=50K
9956,9956, >50K
9957,9957, >50K
9958,9958, >50K
9959,9959, >50K
9960,9960, >50K
9961,9961, >50K
9962,9962, >50K
9963,9963, >50K
9964,9964, >50K
9965,9965, >50K
9966,9966, >50K
9967,9967, <=50K
9968,9968, >50K
9969,9969, >50K
9970,9970, >50K
9971,9971, >50K
9972,9972, >50K
9973,9973, >50K
9974,9974, >50K
9975,9975, >50K
9976,9976, >50K
9977,9977, <=50K
9978,9978, >50K
9979,9979, >50K
9980,9980, >50K
9981,9981, >50K
9982,9982, >50K
9983,9983, >50K
9984,9984, >50K
9985,9985, >50K
9986,9986, <=50K
9987,9987, <=50K
9988,9988, >50K
9989,9989, >50K
9990,9990, <=50K
9991,9991, >50K
9992,9992, >50K
9993,9993, >50K
9994,9994, >50K
9995,9995, >50K
9996,9996, >50K
9997,9997, >50K
9998,9998, >50K
9999,9999, >50K
10000,10000, <=50K
10001,10001, >50K
10002,10002, >50K
10003,10003, >50K
10004,10004, >50K
10005,10005, >50K
10006,10006, >50K
10007,10007, >50K
10008,10008, <=50K
10009,10009, <=50K
10010,10010, >50K
10011,10011, >50K
10012,10012, >50K
10013,10013, >50K
10014,10014, >50K
10015,10015, >50K
10016,10016, >50K
10017,10017, >50K
10018,10018, >50K
10019,10019, >50K
10020,10020, <=50K
10021,10021, >50K
10022,10022, >50K
10023,10023, >50K
10024,10024, >50K
10025,10025, >50K
10026,10026, >50K
10027,10027, <=50K
10028,10028, >50K
10029,10029, >50K
10030,10030, >50K
10031,10031, >50K
10032,10032, >50K
10033,10033, >50K
10034,10034, >50K
10035,10035, <=50K
10036,10036, >50K
10037,10037, >50K
10038,10038, >50K
10039,10039, >50K
10040,10040, >50K
10041,10041, >50K
10042,10042, >50K
10043,10043, >50K
10044,10044, >50K
10045,10045, >50K
10046,10046, >50K
10047,10047, >50K
10048,10048, >50K
10049,10049, <=50K
10050,10050, >50K
10051,10051, >50K
10052,10052, >50K
10053,10053, >50K
10054,10054, >50K
10055,10055, >50K
10056,10056, >50K
10057,10057, >50K
10058,10058, >50K
10059,10059, >50K
10060,10060, >50K
10061,10061, >50K
10062,10062, >50K
10063,10063, >50K
10064,10064, >50K
10065,10065, >50K
10066,10066, >50K
10067,10067, >50K
10068,10068, >50K
10069,10069, >50K
10070,10070, >50K
10071,10071, <=50K
10072,10072, >50K
10073,10073, <=50K
10074,10074, >50K
10075,10075, >50K
10076,10076, <=50K
10077,10077, >50K
10078,10078, >50K
10079,10079, >50K
10080,10080, >50K
10081,10081, >50K
10082,10082, >50K
10083,10083, >50K
10084,10084, >50K
10085,10085, >50K
10086,10086, >50K
10087,10087, <=50K
10088,10088, >50K
10089,10089, >50K
10090,10090, >50K
10091,10091, <=50K
10092,10092, <=50K
10093,10093, >50K
10094,10094, >50K
10095,10095, >50K
10096,10096, >50K
10097,10097, >50K
10098,10098, >50K
10099,10099, <=50K
10100,10100, >50K
10101,10101, >50K
10102,10102, >50K
10103,10103, >50K
10104,10104, <=50K
10105,10105, >50K
10106,10106, >50K
10107,10107, >50K
10108,10108, >50K
10109,10109, >50K
10110,10110, >50K
10111,10111, >50K
10112,10112, >50K
10113,10113, >50K
10114,10114, >50K
10115,10115, >50K
10116,10116, >50K
10117,10117, >50K
10118,10118, >50K
10119,10119, >50K
10120,10120, >50K
10121,10121, >50K
10122,10122, <=50K
10123,10123, >50K
10124,10124, >50K
10125,10125, >50K
10126,10126, >50K
10127,10127, >50K
10128,10128, >50K
10129,10129, >50K
10130,10130, >50K
10131,10131, >50K
10132,10132, >50K
10133,10133, <=50K
10134,10134, >50K
10135,10135, >50K
10136,10136, >50K
10137,10137, >50K
10138,10138, >50K
10139,10139, >50K
10140,10140, >50K
10141,10141, >50K
10142,10142, >50K
10143,10143, >50K
10144,10144, >50K
10145,10145, >50K
10146,10146, >50K
10147,10147, >50K
10148,10148, >50K
10149,10149, >50K
10150,10150, >50K
10151,10151, >50K
10152,10152, >50K
10153,10153, >50K
10154,10154, >50K
10155,10155, >50K
10156,10156, >50K
10157,10157, >50K
10158,10158, >50K
10159,10159, <=50K
10160,10160, >50K
10161,10161, <=50K
10162,10162, >50K
10163,10163, >50K
10164,10164, >50K
10165,10165, >50K
10166,10166, >50K
10167,10167, >50K
10168,10168, >50K
10169,10169, >50K
10170,10170, >50K
10171,10171, >50K
10172,10172, >50K
10173,10173, >50K
10174,10174, >50K
10175,10175, >50K
